g65.t1	VVA93403.1	83.1	480	67	2	54	533	2	467	1.1e-236	830.5
g65.t1	KAF3944907.1	82.0	488	71	3	49	533	68	541	2.9e-232	815.8
g65.t1	XP_030947406.1	82.0	484	70	3	53	533	68	537	6.0e-230	808.1
g65.t1	XP_023916473.1	81.6	484	72	3	53	533	77	546	2.3e-229	806.2
g65.t1	KAH0935112.1	81.1	472	74	3	34	505	29	485	2.3e-221	779.6
g69.t1	KAF7836946.1	94.6	205	11	0	35	239	5	209	2.9e-107	399.1
g69.t1	XP_021905623.1	94.6	203	11	0	37	239	2	204	8.5e-107	397.5
g69.t1	XP_010529971.1	94.6	203	11	0	37	239	2	204	1.1e-106	397.1
g69.t1	XP_014519352.1	94.1	203	12	0	37	239	2	204	2.5e-106	396.0
g69.t1	XP_010538411.1	93.1	203	14	0	37	239	2	204	2.5e-106	396.0
g79.t1	CDY54752.1	83.9	348	56	0	818	1165	17	364	3.7e-179	640.2
g85.t1	XP_014660731.1	82.6	92	16	0	50	141	79	170	1.1e-33	154.5
g94.t1	XP_042507474.1	82.6	201	27	2	41	233	47	247	8.7e-79	304.7
g94.t1	XP_008803829.2	80.3	183	35	1	63	244	66	248	4.3e-70	275.8
g98.t1	EFH46359.1	80.7	83	16	0	188	270	52	134	3.4e-30	143.3
g98.t1	RVW32305.1	83.3	78	13	0	198	275	57	134	2.2e-29	140.6
g98.t1	KAE9450137.1	83.8	80	13	0	195	274	43	122	2.2e-29	140.6
g98.t1	WP_169679039.1	82.5	80	14	0	195	274	10	89	3.7e-29	139.8
g98.t1	KAG5154005.1	82.5	80	14	0	195	274	63	142	6.4e-29	139.0
g104.t1	MBA0796638.1	81.2	128	21	3	255	381	2	127	4.0e-34	156.8
g106.t1	PIA30926.1	93.9	198	12	0	578	775	6	203	1.9e-99	374.8
g106.t1	XP_007039720.1	94.4	198	11	0	578	775	6	203	1.9e-99	374.8
g106.t1	XP_038970728.1	94.9	198	10	0	578	775	6	203	2.5e-99	374.4
g106.t1	OVA10586.1	93.9	198	12	0	578	775	15	212	3.3e-99	374.0
g106.t1	KAA8526019.1	93.0	199	14	0	577	775	36	234	3.3e-99	374.0
g109.t1	KAF2299144.1	84.2	76	12	0	1	76	1	76	7.5e-24	121.3
g110.t1	XP_024949806.1	81.5	146	27	0	344	489	1	146	2.4e-63	254.2
g125.t1	KHG16644.1	83.1	301	44	3	1	298	1	297	2.8e-128	469.5
g125.t1	XP_017634786.1	83.0	300	44	3	1	297	1	296	1.4e-127	467.2
g125.t1	XP_012439430.1	82.7	300	45	3	1	297	1	296	5.3e-127	465.3
g125.t1	XP_016728755.2	82.7	300	45	3	1	297	1	296	6.9e-127	464.9
g125.t1	KAG8476083.1	82.3	300	46	3	1	297	1	296	1.2e-126	464.2
g127.t1	KFK26763.1	80.2	429	83	2	21	448	3	430	2.0e-189	673.3
g127.t1	KAB1670829.1	82.0	417	75	0	19	435	13	429	2.0e-189	673.3
g127.t1	KAB2632361.1	80.2	379	75	0	19	397	23	401	9.2e-171	611.3
g127.t1	KAB2622788.1	81.0	379	71	1	19	397	23	400	1.3e-169	607.4
g127.t1	MBA0680482.1	81.9	360	65	0	37	396	1	360	7.5e-165	591.7
g131.t1	XP_009136855.1	84.5	213	33	0	1	213	1	213	3.2e-97	365.5
g131.t1	KAF8096787.1	84.0	213	34	0	1	213	1	213	9.3e-97	364.0
g131.t1	XP_002870095.1	84.5	213	33	0	1	213	1	213	1.2e-96	363.6
g131.t1	NP_001302634.1	84.0	213	34	0	1	213	1	213	1.2e-96	363.6
g131.t1	RID72680.1	84.0	213	34	0	1	213	1	213	1.2e-96	363.6
g132.t1	KHG14052.1	95.7	70	3	0	468	537	18	87	7.9e-31	146.4
g132.t1	KAG6510207.1	85.2	61	9	0	491	551	1	61	7.2e-24	123.2
g132.t1	KAG6513919.1	83.9	56	9	0	496	551	27	82	8.2e-20	109.8
g134.t1	AGW24450.1	84.3	51	8	0	127	177	1	51	3.6e-16	97.1
g139.t1	KHG14052.1	95.2	62	3	0	155	216	18	79	1.1e-27	134.8
g139.t1	KAG6510207.1	94.9	39	2	0	178	216	1	39	2.5e-14	90.5
g139.t1	KAG6513919.1	94.1	34	2	0	183	216	27	60	2.8e-10	77.0
g139.t1	KHN32734.1	85.3	34	5	0	42	75	12	45	6.5e-07	65.9
g141.t1	AGW24450.1	84.3	51	8	0	127	177	1	51	3.4e-16	97.1
g142.t1	KHG14052.1	96.1	51	2	0	382	432	18	68	6.7e-20	109.8
g144.t1	KJB51702.1	80.3	279	54	1	207	484	23	301	7.0e-132	481.9
g144.t1	KJB51703.1	80.4	255	50	0	230	484	26	280	1.4e-119	441.0
g144.t1	ONI06352.1	80.1	211	42	0	274	484	2	212	1.8e-95	360.9
g144.t1	ONI06353.1	80.6	175	34	0	310	484	6	180	5.2e-79	306.2
g144.t1	XP_021287129.1	81.8	154	28	0	331	484	1	154	1.4e-71	281.6
g145.t1	XP_030519459.1	91.4	140	12	0	134	273	18	157	7.4e-70	275.4
g145.t1	XP_022964441.1	87.5	144	18	0	130	273	58	201	7.4e-70	275.4
g145.t1	XP_023514632.1	87.5	144	18	0	130	273	58	201	2.1e-69	273.9
g145.t1	MBA0680473.1	91.3	138	12	0	136	273	1	138	2.8e-69	273.5
g145.t1	MBA0796615.1	92.0	137	11	0	137	273	1	137	4.8e-69	272.7
g147.t1	XP_009398482.1	80.7	249	44	1	239	483	209	457	6.6e-11	80.1
g148.t1	KAB5569024.1	96.8	95	3	0	26	120	51	145	3.0e-44	188.7
g148.t1	PPD99927.1	85.1	114	15	1	7	120	4	115	4.0e-44	188.3
g148.t1	KAE8055517.1	93.9	98	6	0	23	120	63	160	4.0e-44	188.3
g148.t1	KAG5061346.1	100.0	92	0	0	30	121	2	93	5.2e-44	188.0
g148.t1	XP_016681996.1	89.6	106	11	0	15	120	3	108	5.2e-44	188.0
g149.t1	XP_021895125.1	81.6	217	40	0	1	217	1	217	1.0e-89	341.3
g149.t1	XP_021895124.1	81.6	217	40	0	1	217	1	217	1.0e-89	341.3
g149.t1	XP_010531695.1	81.4	220	40	1	1	219	1	220	1.3e-89	340.9
g149.t1	CAG7874544.1	80.0	225	44	1	1	224	1	225	1.7e-89	340.5
g149.t1	XP_011031998.1	80.5	220	43	0	1	220	1	220	1.7e-89	340.5
g157.t1	KAE8055531.1	86.5	104	14	0	1	104	1	104	2.6e-43	187.6
g157.t1	OMP08171.1	88.5	104	12	0	1	104	92	195	3.3e-43	187.2
g157.t1	OMO91689.1	87.5	104	13	0	1	104	92	195	4.4e-43	186.8
g157.t1	KAF3961212.1	86.5	104	14	0	1	104	92	195	5.7e-43	186.4
g157.t1	XP_023905705.1	86.5	104	14	0	1	104	53	156	5.7e-43	186.4
g159.t1	PON48026.1	80.1	216	35	2	75	287	8	218	3.4e-94	355.9
g159.t1	KAG6480767.1	81.9	138	23	1	70	207	5	140	1.7e-61	247.3
g159.t1	TYI47648.1	80.5	128	25	0	80	207	39	166	3.9e-58	236.1
g170.t1	MCI59631.1	80.0	80	15	1	1	80	1	79	5.5e-24	123.2
g172.t1	PQQ11959.1	83.4	157	26	0	51	207	62	218	2.4e-67	266.5
g172.t1	THU65489.1	81.5	157	29	0	51	207	69	225	3.8e-65	259.2
g172.t1	KAG7011396.1	80.3	157	31	0	50	206	40	196	9.3e-64	254.6
g172.t1	RWW14728.1	80.3	157	31	0	51	207	153	309	1.2e-63	254.2
g172.t1	RWW82005.1	80.3	157	31	0	51	207	167	323	1.2e-63	254.2
g177.t1	VVV80964.1	80.0	45	9	0	152	196	1	45	1.0e-11	82.4
g177.t1	KAG8052499.1	82.5	40	7	0	56	95	26	65	3.5e-09	73.9
g177.t1	KAH0696098.1	83.8	37	6	0	59	95	2	38	6.7e-08	69.7
g182.t1	ESR38403.1	87.0	300	39	0	101	400	10	309	5.2e-141	512.3
g182.t1	XP_019076120.1	84.5	310	48	0	91	400	8	317	3.3e-140	509.6
g182.t1	XP_034688423.1	84.5	310	48	0	91	400	8	317	4.4e-140	509.2
g182.t1	KDO67032.1	86.3	300	41	0	101	400	10	309	7.4e-140	508.4
g182.t1	CDP09249.1	87.1	294	38	0	107	400	11	304	1.1e-138	504.6
g186.t1	XP_010557185.1	88.6	88	9	1	1	88	1	87	7.6e-36	161.4
g186.t1	KAF3506930.1	83.1	89	14	1	1	89	1	88	1.1e-34	157.5
g186.t1	KAF3506931.1	82.0	89	15	1	1	89	1	88	5.5e-34	155.2
g186.t1	XP_021837109.1	80.4	92	17	1	1	91	1	92	2.7e-33	152.9
g186.t1	KAF0928143.1	81.8	88	15	1	1	88	1	87	1.3e-32	150.6
g188.t1	PPD89082.1	85.7	63	9	0	34	96	25	87	5.2e-23	117.9
g188.t1	PPR96563.1	83.9	62	10	0	35	96	17	78	7.6e-22	114.0
g188.t1	KAG7589397.1	80.3	61	12	0	26	86	5	65	2.4e-20	109.0
g189.t1	XP_021288261.1	83.0	135	23	0	1	135	2	136	2.1e-57	232.6
g189.t1	XP_031279942.1	83.0	135	23	0	1	135	1	135	2.8e-57	232.3
g189.t1	XP_007039586.1	82.2	135	24	0	1	135	2	136	1.0e-56	230.3
g189.t1	XP_038687879.1	83.7	135	22	0	1	135	1	135	1.8e-56	229.6
g189.t1	KAE8055554.1	80.7	135	26	0	1	135	2	136	1.8e-56	229.6
g192.t1	KAE8055571.1	80.3	529	98	3	44	568	47	573	1.2e-236	830.1
g192.t1	TQE08085.1	83.4	487	81	0	82	568	42	528	3.3e-234	822.0
g192.t1	XP_040989565.1	80.2	529	99	4	44	568	47	573	3.7e-233	818.5
g192.t1	XP_040989563.1	80.2	529	99	4	44	568	89	615	3.7e-233	818.5
g192.t1	XP_030471116.1	83.2	487	82	0	82	568	22	508	2.4e-232	815.8
g193.t1	XP_021276447.1	80.3	598	111	5	139	735	7	598	1.9e-274	956.1
g193.t1	XP_017973438.1	80.4	597	112	4	139	735	7	598	9.5e-274	953.7
g193.t1	XP_021276455.1	80.6	594	108	5	143	735	10	597	1.6e-273	953.0
g193.t1	XP_021276463.1	80.6	594	108	5	143	735	6	593	1.6e-273	953.0
g193.t1	KAA3469201.1	80.7	586	111	2	143	728	10	593	8.0e-273	950.7
g195.t1	TYH19216.1	80.8	52	10	0	229	280	45	96	2.1e-14	91.3
g195.t1	XP_016751810.2	83.3	48	8	0	229	276	45	92	4.0e-13	87.0
g197.t1	MBA0796576.1	83.3	186	30	1	323	507	1	186	6.6e-80	309.3
g198.t1	THG04778.1	82.8	174	28	2	773	945	3	175	9.6e-77	299.7
g199.t1	XP_031279929.1	84.1	107	17	0	243	349	27	133	2.0e-43	187.6
g200.t1	XP_010518873.1	80.1	166	33	0	30	195	25	190	1.1e-70	277.3
g200.t1	XP_010518874.1	80.1	166	33	0	30	195	21	186	1.1e-70	277.3
g200.t1	XP_019056256.1	80.1	166	33	0	30	195	14	179	1.1e-70	277.3
g200.t1	XP_019056255.1	80.0	165	33	0	30	194	25	189	4.0e-70	275.4
g200.t1	KHF98953.1	80.9	136	26	0	60	195	1	136	6.0e-58	235.0
g202.t1	XP_021289605.1	85.2	405	59	1	210	614	1	404	9.3e-190	674.5
g202.t1	XP_007039568.1	84.4	405	62	1	210	614	1	404	6.0e-189	671.8
g202.t1	XP_022757642.1	83.5	405	66	1	210	614	1	404	2.1e-186	663.3
g202.t1	XP_021907998.1	84.4	405	61	1	210	614	1	403	2.8e-186	662.9
g202.t1	XP_022738041.1	83.0	405	68	1	210	614	1	404	1.4e-185	660.6
g214.t1	XP_010540774.1	84.7	275	42	0	48	322	50	324	1.0e-134	490.7
g214.t1	AQM74366.1	82.1	285	47	2	42	322	10	294	5.5e-133	485.0
g214.t1	GAV69948.1	81.3	284	52	1	39	322	45	327	1.0e-131	480.7
g214.t1	KAF9685625.1	80.5	282	53	2	42	322	45	325	6.7e-131	478.0
g214.t1	KAG5249115.1	81.2	282	51	2	42	322	10	290	1.1e-130	477.2
g216.t1	KJB21124.1	82.5	1258	207	2	1	1258	1	1245	0.0e+00	2011.9
g216.t1	XP_022738803.1	83.6	1250	193	2	9	1258	8	1245	0.0e+00	2011.5
g216.t1	XP_016728624.1	82.6	1258	206	2	1	1258	1	1245	0.0e+00	2010.0
g216.t1	XP_012472187.1	84.0	1227	188	1	32	1258	59	1277	0.0e+00	2009.2
g216.t1	TYI34377.1	82.7	1257	204	3	3	1258	2	1245	0.0e+00	2006.9
g222.t1	XP_038724280.1	86.7	249	28	2	1	244	1	249	1.3e-106	397.1
g222.t1	KAF3951298.1	87.5	248	27	2	1	244	1	248	1.1e-105	394.0
g222.t1	XP_038687394.1	86.3	249	29	2	1	244	1	249	1.4e-105	393.7
g222.t1	KAH7571414.1	85.5	249	31	2	1	244	1	249	9.9e-104	387.5
g222.t1	XP_034709416.1	85.9	249	30	2	1	244	1	249	1.1e-102	384.0
g225.t1	KAA8525848.1	82.0	89	16	0	1	89	1	89	7.2e-35	158.3
g225.t1	TKY70050.1	84.1	44	7	0	1	44	1	44	5.6e-11	79.0
g225.t1	GFS29952.1	86.4	44	6	0	1	44	1	44	1.6e-10	77.4
g226.t1	XP_011070324.1	80.6	124	24	0	120	243	40	163	1.1e-48	204.5
g226.t1	KAG5592532.1	82.8	64	11	0	180	243	1	64	2.1e-20	110.5
g232.t1	XP_010053640.2	81.6	266	38	2	55	316	37	295	3.0e-117	433.3
g232.t1	XP_030457125.1	80.8	266	40	2	55	316	41	299	1.9e-116	430.6
g232.t1	XP_030457126.1	80.8	266	40	2	55	316	38	296	1.9e-116	430.6
g232.t1	KAF8032533.1	80.8	266	40	2	55	316	36	294	5.7e-116	429.1
g232.t1	XP_022736525.1	81.0	269	40	2	52	316	58	319	7.4e-116	428.7
g233.t1	XP_019162323.1	91.0	89	8	0	1	89	1	89	4.1e-33	152.1
g233.t1	XP_030454756.1	94.4	89	4	1	1	89	1	88	5.4e-33	151.8
g233.t1	PIN10630.1	88.8	89	10	0	1	89	1	89	1.2e-32	150.6
g233.t1	CAA2994565.1	82.8	93	16	0	1	93	1	93	2.1e-32	149.8
g233.t1	KAF8014725.1	92.1	89	6	1	1	89	1	88	4.6e-32	148.7
g234.t1	ABA82123.1	83.8	105	17	0	184	288	1	105	1.3e-45	195.3
g235.t1	EOY25220.1	88.8	215	24	0	1	215	1	215	6.7e-106	395.6
g235.t1	PPD75144.1	88.1	219	25	1	1	219	1	218	1.2e-105	394.8
g235.t1	GAU42017.1	85.6	215	29	1	1	215	1	213	2.2e-101	380.6
g235.t1	XP_034710864.1	84.8	217	31	1	1	217	1	215	1.5e-100	377.9
g235.t1	CAN79756.1	80.3	234	43	2	1	233	1	232	1.9e-100	377.5
g246.t1	XP_006364479.1	97.9	192	4	0	22	213	24	215	9.0e-108	400.6
g246.t1	XP_009605735.1	97.4	192	5	0	22	213	24	215	1.5e-107	399.8
g246.t1	XP_019260217.1	97.9	192	4	0	22	213	35	226	2.0e-107	399.4
g246.t1	XP_009629924.1	97.9	192	4	0	22	213	24	215	2.0e-107	399.4
g246.t1	PHT58635.1	97.9	192	4	0	22	213	16	207	2.0e-107	399.4
g248.t1	MBA0835003.1	82.9	310	47	3	234	537	1	310	2.6e-117	433.7
g248.t1	TYH97323.1	81.0	310	53	2	234	537	1	310	1.0e-116	431.8
g248.t1	MBA0863048.1	81.9	310	50	2	234	537	1	310	1.4e-115	427.9
g248.t1	MBA0744230.1	81.6	310	51	2	234	537	1	310	3.6e-114	423.3
g248.t1	MBA0805994.1	84.0	250	34	3	294	537	14	263	4.2e-107	399.8
g256.t1	XP_015901509.1	82.3	632	112	0	141	772	1	632	7.9e-301	1043.9
g256.t1	KAG4171357.1	80.3	641	123	1	135	772	8	648	2.3e-300	1042.3
g256.t1	TYH40406.1	80.0	641	125	1	135	772	8	648	7.4e-299	1037.3
g256.t1	XP_021600051.1	81.8	627	112	1	141	767	1	625	2.8e-298	1035.4
g256.t1	XP_020419660.1	81.0	625	117	1	141	765	1	623	3.7e-290	1008.4
g257.t1	XP_030553756.1	80.1	462	84	2	145	606	79	532	4.5e-197	698.7
g257.t1	VDD44324.1	80.8	463	81	2	145	606	52	507	5.9e-197	698.4
g257.t1	XP_013733826.1	80.8	463	81	2	145	606	59	514	5.9e-197	698.4
g257.t1	XP_010518925.1	80.3	462	84	1	145	606	65	519	5.9e-197	698.4
g257.t1	KAG5384847.1	80.6	463	82	2	145	606	59	514	1.0e-196	697.6
g258.t1	XP_022731740.1	90.6	394	33	2	368	757	6	399	1.2e-206	731.1
g258.t1	OMO87816.1	90.2	398	36	2	362	757	1	397	7.6e-206	728.4
g258.t1	XP_007040771.1	89.4	397	36	2	367	757	5	401	7.1e-204	721.8
g258.t1	WP_190133623.1	89.8	400	36	3	362	757	1	399	9.2e-204	721.5
g258.t1	XP_022737480.1	89.6	395	37	2	367	757	5	399	4.6e-203	719.2
g259.t1	XP_021904902.1	85.0	433	65	0	156	588	141	573	4.0e-214	755.4
g259.t1	XP_010518933.1	82.7	451	76	1	140	588	96	546	5.7e-213	751.5
g259.t1	XP_002890959.1	81.5	449	80	2	142	588	91	538	2.0e-210	743.0
g259.t1	XP_006415274.1	81.8	444	80	1	145	588	100	542	1.7e-209	740.0
g259.t1	KAG7593622.1	81.3	449	81	2	142	588	92	539	3.8e-209	738.8
g263.t1	PNX95331.1	84.1	276	44	0	108	383	1	276	1.7e-124	457.2
g267.t1	XP_021595313.1	81.9	160	28	1	123	281	64	223	1.9e-52	217.2
g267.t1	XP_031282484.1	85.9	149	21	0	133	281	32	180	3.0e-50	209.9
g267.t1	XP_010535844.1	84.7	144	22	0	132	275	68	211	4.3e-49	206.1
g267.t1	KAB2070517.1	80.3	157	28	1	123	276	21	177	5.6e-49	205.7
g267.t1	KAB2070518.1	80.3	157	28	1	123	276	42	198	5.6e-49	205.7
g270.t1	XP_023522830.1	81.9	105	19	0	546	650	1	105	1.6e-44	192.2
g271.t1	KZV16390.1	84.3	140	17	1	22	161	21	155	6.9e-62	248.1
g271.t1	XP_022870727.1	81.1	143	26	1	19	161	13	154	1.2e-61	247.3
g271.t1	CAA2983672.1	81.1	143	26	1	19	161	13	154	1.2e-61	247.3
g271.t1	PHT30418.1	81.2	144	24	1	21	161	13	156	2.0e-61	246.5
g271.t1	XP_016559727.1	81.2	144	24	1	21	161	13	156	2.6e-61	246.1
g276.t1	XP_010538211.1	90.7	140	12	1	1	140	1	139	3.3e-66	263.1
g276.t1	VVB10501.1	87.9	140	17	0	1	140	1	140	4.3e-66	262.7
g276.t1	XP_006415603.1	86.4	140	19	0	1	140	1	140	9.7e-66	261.5
g276.t1	XP_022555676.1	87.1	140	18	0	1	140	1	140	1.3e-65	261.2
g276.t1	VDC97992.1	87.1	140	18	0	1	140	1	140	1.3e-65	261.2
g295.t1	XP_010529211.1	94.0	216	13	0	1	216	1	216	1.8e-108	402.9
g295.t1	XP_007025321.1	93.6	218	12	1	1	216	1	218	5.3e-108	401.4
g295.t1	XP_039070353.1	93.6	218	12	1	1	216	1	218	5.3e-108	401.4
g295.t1	XP_018846294.1	93.1	218	13	1	1	216	1	218	7.0e-108	401.0
g295.t1	XP_010518822.1	94.5	217	11	1	1	216	1	217	9.1e-108	400.6
g297.t1	QGA88728.1	86.3	856	115	1	1	856	1	854	0.0e+00	1518.4
g297.t1	AXH37643.1	86.2	856	116	1	1	856	1	854	0.0e+00	1513.8
g297.t1	XP_002522255.1	86.5	845	114	0	1	845	1	845	0.0e+00	1513.0
g297.t1	KAG7962567.1	85.6	856	121	1	1	856	1	854	0.0e+00	1507.7
g297.t1	KAF3451241.1	85.1	857	126	1	1	857	1	855	0.0e+00	1505.7
g300.t1	XP_010540524.1	87.8	493	40	1	1	493	1	473	1.7e-238	836.6
g300.t1	XP_010549423.1	87.6	493	41	1	1	493	1	473	8.3e-238	834.3
g300.t1	NP_001031476.1	87.4	493	42	1	1	493	1	473	1.4e-237	833.6
g300.t1	KAG2285661.1	87.4	493	42	1	1	493	24	496	1.4e-237	833.6
g300.t1	XP_013719316.1	87.4	493	42	1	1	493	1	473	1.4e-237	833.6
g308.t1	XP_010538230.1	84.0	470	72	2	131	599	96	563	3.9e-223	785.8
g308.t1	XP_006415554.1	82.5	469	78	2	131	599	97	561	4.1e-220	775.8
g308.t1	CAA7030604.1	80.8	469	85	1	131	599	94	557	9.3e-217	764.6
g308.t1	XP_012091851.1	80.2	469	90	1	131	599	88	553	8.8e-215	758.1
g308.t1	XP_030480470.1	80.0	471	92	1	131	599	99	569	2.5e-214	756.5
g316.t1	PPS01625.1	80.5	442	86	0	109	550	1	442	1.3e-219	773.5
g316.t1	KAG4960323.1	80.6	444	85	1	108	551	97	539	1.5e-218	770.0
g316.t1	XP_028191230.1	80.4	444	86	1	108	551	97	539	5.6e-218	768.1
g316.t1	GAU48446.1	80.0	441	87	1	111	551	85	524	9.0e-216	760.8
g316.t1	GAV88610.1	80.3	442	86	1	109	549	161	602	1.4e-213	753.4
g320.t1	XP_010540524.1	95.4	475	22	0	1	475	1	475	2.4e-254	888.6
g320.t1	XP_010549423.1	95.2	475	23	0	1	475	1	475	1.2e-253	886.3
g320.t1	NP_001031476.1	94.9	475	24	0	1	475	1	475	2.1e-253	885.6
g320.t1	CAA0253206.1	95.4	475	22	0	1	475	1	475	2.1e-253	885.6
g320.t1	KAG2285661.1	94.9	475	24	0	1	475	24	498	2.1e-253	885.6
g326.t1	KAB1221463.1	80.7	311	60	0	1	311	1	311	1.2e-143	521.5
g326.t1	PON54615.1	80.6	309	57	1	1	309	1	306	1.7e-142	517.7
g334.t1	XP_016191297.1	81.0	153	29	0	1	153	1	153	6.0e-61	244.6
g334.t1	XP_009102850.1	80.0	155	31	0	1	155	4	158	7.8e-61	244.2
g334.t1	CAF2159940.1	80.0	155	31	0	1	155	1	155	7.8e-61	244.2
g334.t1	XP_013622143.1	80.0	155	31	0	1	155	1	155	1.3e-60	243.4
g334.t1	KDP21192.1	81.0	153	29	0	1	153	1	153	1.7e-60	243.0
g337.t1	PSS04880.1	84.7	85	13	0	120	204	1	85	3.0e-30	143.3
g338.t1	KAA0057096.1	80.0	80	16	0	178	257	100	179	6.2e-29	139.4
g340.t1	MBA0695102.1	81.4	334	57	2	229	558	1	333	7.2e-149	538.5
g340.t1	XP_022850886.1	80.6	335	59	2	228	558	24	356	7.5e-146	528.5
g340.t1	KAG4909640.1	84.8	46	7	0	366	411	3	48	9.2e-11	79.7
g342.t1	XP_044461271.1	81.1	122	23	0	91	212	2	123	1.4e-52	217.2
g342.t1	RVX10658.1	83.5	121	20	0	92	212	6	126	1.9e-52	216.9
g342.t1	CAN63785.1	82.6	121	21	0	92	212	35	155	7.1e-52	214.9
g342.t1	KAB1221379.1	81.0	121	23	0	92	212	3	123	2.7e-51	213.0
g342.t1	KAG6692043.1	80.2	121	24	0	92	212	3	123	5.7e-49	205.3
g343.t1	XP_022926831.1	82.5	126	22	0	60	185	3	128	5.9e-39	171.8
g343.t1	XP_023518943.1	81.7	126	23	0	60	185	3	128	7.7e-39	171.4
g343.t1	XP_039033701.1	81.9	127	23	0	59	185	2	128	1.7e-38	170.2
g343.t1	XP_010538238.1	81.9	127	21	1	59	185	2	126	5.0e-38	168.7
g343.t1	KAG8482278.1	80.3	127	25	0	59	185	2	128	8.5e-38	167.9
g344.t1	AEO31489.1	83.1	83	14	0	171	253	2	84	8.2e-34	155.6
g345.t1	XP_006410586.1	83.9	552	77	1	1	552	1	540	1.4e-269	939.5
g345.t1	XP_010549472.1	83.3	552	80	1	1	552	6	545	5.3e-269	937.6
g345.t1	CAA7038898.1	83.2	552	81	1	1	552	1	540	1.3e-267	932.9
g345.t1	VVB02047.1	83.5	552	79	1	1	552	1	540	1.3e-267	932.9
g345.t1	XP_010509757.1	83.3	552	80	1	1	552	1	540	1.7e-267	932.6
g346.t1	XP_010538237.1	91.8	267	22	0	1	267	1	267	1.1e-139	506.9
g346.t1	XP_010549470.1	92.9	266	18	1	2	267	4	268	1.9e-139	506.1
